iter	Logloss
184	0.3246305237
185	0.3244344999
186	0.3240596798
187	0.3238506874
188	0.3233608174
189	0.3231319098
190	0.3228764371
191	0.3226707426
192	0.3224519316
193	0.3222240009
194	0.3218163993
195	0.3217225106
196	0.321526394
197	0.3212570556
198	0.3210618794
199	0.3208271976
200	0.3201949882
201	0.3199787626
202	0.319586812
203	0.3190461273
204	0.3188577435
205	0.3186699148
206	0.3184996062
207	0.3182504964
208	0.3178649445
209	0.3176323972
210	0.317496603
211	0.3173089993
212	0.3171771755
213	0.3170276817
214	0.3165421435
215	0.3163825543
216	0.3162277809
217	0.3159843269
218	0.3155705379
219	0.3154170087
220	0.3151588476
221	0.3150196834
222	0.3148788127
223	0.3146645291
224	0.3145222864
225	0.3142350293
226	0.314095262
227	0.3139265143
228	0.3137046239
229	0.3134991934
230	0.3133967523
231	0.313123274
232	0.3129712663
233	0.3128645996
234	0.3126520325
235	0.3124742508
236	0.3123341705
237	0.312177297
238	0.3119020005
239	0.3118081066
240	0.311717806
241	0.3116036535
242	0.311457825
243	0.3111039297
244	0.3108741097
245	0.3106706235
246	0.3102671543
247	0.3101004178
248	0.3098989479
249	0.3095169954
250	0.3093391858
251	0.309027902
252	0.3088772464
253	0.3087868921
254	0.3086398275
255	0.3085186707
256	0.3083619255
257	0.3082594008
258	0.308149061
259	0.3079571243
260	0.3078122235
261	0.3076415308
262	0.3074237752
263	0.3072145158
264	0.3070041327
265	0.306866303
266	0.3066520911
267	0.3063921026
268	0.3062111106
269	0.3060515639
270	0.3059604988
271	0.3057431081
272	0.3056525421
273	0.3053985706
274	0.3052657928
275	0.3049776457
276	0.3048327207
277	0.3046825601
278	0.3044760289
279	0.3043992032
280	0.3042629526
281	0.3041297159
282	0.3039716593
283	0.3038256312
284	0.3036972921
285	0.3035392939
286	0.3033301395
287	0.3031745539
288	0.3030670402
289	0.302888105
290	0.3027120154
291	0.3025396152
292	0.302402134
293	0.3022367339
294	0.3020434526
295	0.3018489501
296	0.3017107359
297	0.3015485697
298	0.301431561
299	0.3011868967
300	0.3010098787
301	0.3008067869
302	0.3004534839
303	0.3001746135
304	0.3000769853
305	0.2999006299
306	0.2997363013
307	0.2995799351
308	0.2994340796
309	0.299318053
310	0.2991042431
311	0.2989531679
312	0.2987435566
313	0.2986663362
314	0.2983909938
315	0.2982660446
316	0.2980990996
317	0.2979888905
318	0.2978295954
319	0.2976647652
320	0.2975261208
321	0.2974851425
322	0.2972560714
323	0.2970534115
324	0.2969091422
325	0.2967822502
326	0.2966446169
327	0.2964045444
328	0.2961947631
329	0.2960873726
330	0.2959343151
331	0.2958453298
332	0.2957292927
333	0.2956630133
334	0.2955509414
335	0.2954099479
336	0.2951979526
337	0.2950505221
338	0.2949223051
339	0.2947265862
340	0.2945831104
341	0.2944487152
342	0.2943039375
343	0.2941586466
344	0.29400895
345	0.2938578519
346	0.2937946189
347	0.2936978962
348	0.2935863703
349	0.2933416451
350	0.2931438165
351	0.2928480075
352	0.292635283
353	0.2925096128
354	0.2922899323
355	0.2920502038
356	0.2919786404
357	0.2919143616
358	0.2918345261
359	0.2917581447
360	0.2915836618
361	0.2914705226
362	0.2912675889
363	0.2909995154
364	0.2908727146
365	0.2906983023
366	0.2905914435
367	0.2904469208
368	0.290357533
369	0.2902343987
370	0.2901110286
371	0.2898751456
372	0.2897570204
373	0.2894786181
374	0.2893697647
375	0.2891759047
376	0.2889747252
377	0.2888728073
378	0.2887609678
379	0.2886742764
380	0.2884265475
381	0.2883174344
382	0.2881194828
383	0.2878343262
384	0.287727345
385	0.2875561253
386	0.2873837932
387	0.2871665965
388	0.2870509561
389	0.2869295885
390	0.2868106112
391	0.2865879026
392	0.2864390423
393	0.2863152619
394	0.2861807731
395	0.2860738975
396	0.2859211224
397	0.285789804
398	0.2856813935
399	0.2855826156
400	0.2854403104
401	0.28528379
402	0.2850227612
403	0.2849025563
404	0.2847487399
405	0.2846461294
406	0.2845590671
407	0.2843708449
408	0.2841038169
409	0.2839277422
410	0.2837860099
411	0.2836104887
412	0.2834820327
413	0.2833701324
414	0.2832508384
415	0.2830683883
416	0.2829851174
417	0.2828433945
418	0.2826782369
419	0.2825786024
420	0.2824206085
421	0.28225639
422	0.2821661087
423	0.2819706639
424	0.2818482611
425	0.2817693279
426	0.2816514043
427	0.28131811
428	0.2811391022
429	0.2810246397
430	0.2808686843
431	0.2807038322
432	0.2805628422
433	0.2804412214
434	0.2802699322
435	0.2800957804
436	0.2799972428
437	0.279906466
438	0.2795950492
439	0.2794924532
440	0.2794074046
441	0.2793373769
442	0.2792032031
443	0.2791143382
444	0.278985141
445	0.2788963122
446	0.2787952817
447	0.2786444766
448	0.2783745396
449	0.2782620463
450	0.2780938031
451	0.2779264452
452	0.2777963518
453	0.277673479
454	0.2775590132
455	0.2773407505
456	0.2772367482
457	0.2771084275
458	0.2768734274
459	0.2767093925
460	0.276398043
461	0.2762670929
462	0.2760596208
463	0.2757612359
464	0.2756666279
465	0.2755152559
466	0.2754250893
467	0.2753261308
468	0.2751164256
469	0.2749572933
470	0.2748836099
471	0.2747513256
472	0.2746638281
473	0.2745305934
474	0.274352191
475	0.27422028
476	0.274130692
477	0.2739571793
478	0.273867485
479	0.2737846291
480	0.2736452982
481	0.2735707533
482	0.2734196096
483	0.2732940125
484	0.2731016217
485	0.2729129204
486	0.2727870528
487	0.2726473527
488	0.2724958731
489	0.2723702994
490	0.2722957488
491	0.2721733162
492	0.2720386064
493	0.2719318649
494	0.271819959
495	0.2716799975
496	0.2715635724
497	0.2714383421
498	0.2712884171
499	0.2712184447
500	0.2711021154
501	0.2710243446
502	0.2708952299
503	0.2708102669
504	0.2707049699
505	0.2705030645
506	0.2703620131
507	0.2702474647
508	0.2700978428
509	0.2699879386
510	0.2698756324
511	0.2697577353
512	0.2697072368
513	0.2696041865
514	0.2693982382
515	0.2692951337
516	0.2691954654
517	0.2690998504
518	0.2689283546
519	0.2688290229
520	0.2687255276
521	0.2686339263
522	0.2685592414
523	0.26846673
524	0.2683865332
525	0.2682833728
526	0.268173772
527	0.2680454437
528	0.267964833
529	0.2678289454
530	0.2677815246
531	0.2676408985
532	0.2674522812
533	0.2673682161
534	0.2672411565
535	0.2670996718
536	0.2669213141
537	0.2668062263
538	0.2667218868
539	0.2666403393
540	0.2665671888
541	0.266326578
542	0.2662139568
543	0.2660478982
544	0.2659565811
545	0.2658889769
546	0.265738407
547	0.2655891454
548	0.2654253056
549	0.2653035503
550	0.2651991233
551	0.2650790757
552	0.2649385178
553	0.2648128667
554	0.2647098548
555	0.2645888879
556	0.2644821536
557	0.2643542918
558	0.2642184391
559	0.2641070254
560	0.2640126883
561	0.2638698069
562	0.2637943443
563	0.263729281
564	0.2636001045
565	0.263529028
566	0.2634360568
567	0.2633671347
568	0.2632671849
569	0.2631176302
570	0.2630524076
571	0.2629857786
572	0.2628918824
573	0.2627357442
574	0.262643681
575	0.2625299902
576	0.2624642582
577	0.2623102626
578	0.2622229071
579	0.2621232929
580	0.2619700119
581	0.2618420598
582	0.2617462644
583	0.2616270403
584	0.2615290794
585	0.2613867169
586	0.2612531866
587	0.2611379953
588	0.2610086628
589	0.2608975755
590	0.2607806671
591	0.260668167
592	0.2606076637
593	0.2604343897
594	0.2602521037
595	0.2601627118
596	0.2600894263
597	0.2599422158
598	0.2598264071
599	0.2597081112
600	0.2595704811
601	0.2594405776
602	0.2593408552
603	0.2591896121
604	0.2591027799
605	0.2590159883
606	0.2589604294
607	0.2587877871
608	0.2586312376
609	0.25851845
610	0.2583551482
611	0.2582425927
612	0.2580949842
613	0.2579970339
614	0.257889566
615	0.2577760979
616	0.2576707333
617	0.2576274415
618	0.2574980251
619	0.257423052
620	0.2572161016
621	0.257093475
622	0.2569403738
623	0.2568349251
624	0.2567283217
625	0.2566133618
626	0.2564843061
627	0.2563875225
628	0.2562711653
629	0.2562057242
630	0.2561077034
631	0.2559908009
632	0.2559209799
633	0.255828369
634	0.2557426136
635	0.2556005374
636	0.255486715
637	0.2553591317
638	0.2552155913
639	0.2551147536
640	0.2550440425
641	0.2549836372
642	0.25490333
643	0.2548205373
644	0.2546635654
645	0.2545621136
646	0.2544723029
647	0.2543572212
648	0.2542266708
649	0.2540968194
650	0.2539855154
651	0.2538695462
652	0.2537210602
653	0.253573982
654	0.2534334632
655	0.2533704067
656	0.2533057313
657	0.2532100955
658	0.2531010401
659	0.2529767491
660	0.2529112217
661	0.2528407806
662	0.2527268115
663	0.2525505089
664	0.2524400696
665	0.2523242077
666	0.2522171238
667	0.2521081046
668	0.2519609286
669	0.2518552789
670	0.2517666733
671	0.2517098363
672	0.2516484307
673	0.2515274168
674	0.2514125806
675	0.2512376024
676	0.2511210934
677	0.2509939098
678	0.2509047316
679	0.2507877268
680	0.2507475154
681	0.2506185755
682	0.2505196713
683	0.2504077766
684	0.2503438188
685	0.2502035328
686	0.2500512165
687	0.2499300893
688	0.2498929465
689	0.2497462254
690	0.2496167618
691	0.2495224791
692	0.2493950513
693	0.249207529
694	0.2490567767
695	0.2489705129
696	0.2488481996
697	0.2487850589
698	0.2486471869
699	0.2485451237
700	0.2484339502
701	0.248355419
702	0.2482449098
703	0.2481535573
704	0.2480994013
705	0.247939395
706	0.2478448621
707	0.247779374
708	0.2477184718
709	0.247661239
710	0.2475803775
711	0.2475040257
712	0.2474266709
713	0.2473563677
714	0.2472991016
715	0.2472011326
716	0.2471018012
717	0.247001169
718	0.2468982339
719	0.2468453747
720	0.2468095729
721	0.2466527759
722	0.2465141751
723	0.2464009737
724	0.2463419979
725	0.2462425489
726	0.2461854703
727	0.2460657877
728	0.2459926221
729	0.2459131302
730	0.2458431941
731	0.2457838632
732	0.2457280393
733	0.2456419084
734	0.2455389111
735	0.2454482089
736	0.2453412669
737	0.2452694998
738	0.2451799774
739	0.2450581756
740	0.2449518744
741	0.2448283622
742	0.244729233
743	0.2445840856
744	0.2444966975
745	0.2444011436
746	0.2442759925
747	0.2441679034
748	0.2440760764
749	0.2439762305
750	0.2438519867
751	0.2437654929
752	0.2437208444
753	0.2436193905
754	0.243585421
755	0.2434630954
756	0.2433610607
757	0.2432227555
758	0.2431448783
759	0.2430319422
760	0.2429322796
761	0.2428076251
762	0.242723323
763	0.2426543799
764	0.2425305744
765	0.2424422042
766	0.2423513678
767	0.2423008798
768	0.2421789823
769	0.2420759888
770	0.2419826465
771	0.2418967206
772	0.2418322834
773	0.2416807115
774	0.2415953124
775	0.2415187107
776	0.2413909531
777	0.2412706945
778	0.2411602132
779	0.2411164216
780	0.2410341749
781	0.2409092969
782	0.2408086131
783	0.2407271691
784	0.2406881622
785	0.2406296424
786	0.2405136704
787	0.2404326381
788	0.2403748143
789	0.240272923
790	0.2402254946
791	0.2401678097
792	0.2400514471
793	0.2399345418
794	0.2398760208
795	0.2398154389
796	0.239773453
797	0.239672031
798	0.2395966561
799	0.2395092257
800	0.2394430371
801	0.2393520922
802	0.2392457516
803	0.2391365487
804	0.239014486
805	0.2389239863
806	0.2388562194
807	0.2387702254
808	0.2386508527
809	0.238505682
810	0.238435442
811	0.2384016626
812	0.2382994323
813	0.2382188491
814	0.2381401169
815	0.2380281247
816	0.2379699031
817	0.2378450208
818	0.2377863202
819	0.2377050739
820	0.237623583
821	0.2375233934
822	0.2374539091
823	0.2373605831
824	0.2372494188
825	0.2371698097
826	0.2370540106
827	0.2369746678
828	0.2369241253
829	0.2368414539
830	0.2367937938
831	0.2366614644
832	0.2365853626
833	0.2364744543
834	0.2363843017
835	0.2363192621
836	0.2362102056
837	0.2361386104
838	0.2360514454
839	0.2359612409
840	0.2358930149
841	0.2357849512
842	0.2357095358
843	0.2356497063
844	0.2355568647
845	0.2354379046
846	0.2353508328
847	0.2353044149
848	0.2351940876
849	0.2351319643
850	0.2350938425
851	0.2349850998
852	0.2349364411
853	0.2348367926
854	0.23476644
855	0.2346532716
856	0.2345772668
857	0.2345050409
858	0.2344203389
859	0.2343231539
860	0.2342398542
861	0.2341702803
862	0.2341127799
863	0.2340188943
864	0.2338904427
865	0.2338094829
866	0.233713614
867	0.2335969516
868	0.2334483228
869	0.2333946549
870	0.2333282065
871	0.2332577787
872	0.2331735539
873	0.2330854707
874	0.2329974255
875	0.2329148367
876	0.2328332733
877	0.2327675362
878	0.2326267772
879	0.2325380002
880	0.2324288932
881	0.2323759323
882	0.2322778768
883	0.2321872962
884	0.2320469373
885	0.2319827799
886	0.2318867042
887	0.2318317575
888	0.2317432192
889	0.2316417577
890	0.2315576638
891	0.2314493515
892	0.2313125999
893	0.2312501328
894	0.2311644306
895	0.231091903
896	0.2310194575
897	0.2309448317
898	0.2308108596
899	0.2306921363
900	0.2306213142
901	0.2305311926
902	0.2304162178
903	0.2303719997
904	0.2303131503
905	0.2302273043
906	0.2301522942
907	0.2300883082
908	0.2300404117
909	0.2299962784
910	0.2299277682
911	0.229803517
912	0.2297131759
913	0.2296578509
914	0.2296116441
915	0.2295307058
916	0.2294506927
917	0.2293945654
918	0.2293247701
919	0.2292567218
920	0.2292167877
921	0.229109806
922	0.229049353
923	0.2289804998
924	0.2289043391
925	0.2288605291
926	0.2287671314
927	0.2286471421
928	0.2285788257
929	0.2284983264
930	0.2284112393
931	0.2283272624
932	0.2282412542
933	0.2281761803
934	0.2281143915
935	0.2280553575
936	0.2279716966
937	0.2278642016
938	0.2278226666
939	0.2277610351
940	0.2276998601
941	0.2276273784
942	0.2275150228
943	0.2274336934
944	0.2273757429
945	0.2272787794
946	0.2272165811
947	0.2271550322
948	0.2270913185
949	0.227028303
950	0.2269260781
951	0.2268257384
952	0.2267310897
953	0.2266945659
954	0.2265803572
955	0.2265199617
956	0.2264531244
957	0.2263938165
958	0.2263150352
959	0.2262057758
960	0.2261257185
961	0.2260049471
962	0.2259559634
963	0.2259182799
964	0.2258400648
965	0.2257461613
966	0.2256410988
967	0.2254849201
968	0.2254278412
969	0.2253813168
970	0.2252957777
971	0.2252012906
972	0.2250636037
973	0.2250286318
974	0.2249332413
975	0.2248468056
976	0.2247614471
977	0.224704424
978	0.224649204
979	0.2246113229
980	0.224496729
981	0.2244226387
982	0.2243309182
983	0.2242799555
984	0.2242463914
985	0.2242192761
986	0.2241239223
987	0.2240626355
988	0.2240019043
989	0.2239685196
990	0.2239241966
991	0.2238511319
992	0.2237932308
993	0.2237161803
994	0.2235992713
995	0.223533452
996	0.2235147299
997	0.2234604289
998	0.2233703206
999	0.2232589166
